Perfume,Brand,Gender,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Rating Value,Rating Count
poison-girl-unexpected,dior,women,2018.0,"ginger, blood orange, lemon",damask rose,"vanilla, tonka bean, hazelnut, cashmeran",vanilla,citrus,warm spicy,sweet,woody,3.95,1366
bijou-romantique,etat-libre-d-orange,women,2012.0,"ylang-ylang, pink pepper, bergamot, lemon","iris, clary sage, coconut","benzoin, vanilla, vetiver",vanilla,amber,aromatic,sweet,powdery,3.95,735
armani-code-colonia,giorgio-armani,men,2017.0,"bergamot, mandarin orange, pink pepper","orange blossom, clary sage, amyl salicylate","tonka bean, amberwood, heliotrope",citrus,amber,vanilla,aromatic,sweet,3.95,1211
indigo-tanzanite,giorgio-armani,unisex,2022.0,"almond, bergamot","heliotrope, milk","patchouli, labdanum, benzoin, tolu balsam",amber,warm spicy,patchouli,woody,balsamic,3.95,324
si-eau-de-parfum-intense,giorgio-armani,women,2023.0,black currant,"may rose, davana","bourbon vanilla, vanilla, black tea",vanilla,fruity,rose,green,soft spicy,3.95,625
be-givenchy,givenchy,women,2009.0,"lime, ginger, cherry","honeysuckle, jasmine, orange blossom","musk, cedar, amber",white floral,citrus,cherry,sweet,warm spicy,3.95,251
dahlia-divin-eau-de-toilette,givenchy,women,2015.0,"peach, blood orange, black currant","jasmine, rose","vanilla, patchouli, sandalwood, musk",fruity,citrus,woody,vanilla,powdery,3.95,915
eaudemoiselle-de-givenchy-eau-fraiche,givenchy,women,2012.0,"lemon, bergamot, petitgrain, mandarin orange","rose, orange blossom, rhubarb, violet",musk,citrus,aromatic,white floral,rose,green,3.95,574
organza,givenchy,women,1996.0,"nutmeg, gardenia, african orange flower, green notes, bergamot","tuberose, jasmine, honeysuckle, iris, peony, mace","vanilla, amber, woodsy notes, guaiac wood, virginia cedar",white floral,fresh spicy,woody,vanilla,tuberose,3.95,10833
aqua-allegoria-flora-rosa,guerlain,women,2013.0,red berries,"rose, iris",musk,rose,fruity,musky,sweet,powdery,3.95,647
my-insolence,guerlain,women,2007.0,"raspberry, citruses","almond blossom, jasmine","vanilla, tonka bean, patchouli",sweet,vanilla,floral,fruity,white floral,3.95,3081
oeillet-pourpre,guerlain,unisex,2021.0,"clove, pear","benzoin, carnation","vanilla, smoke, leather, woody notes, musk",warm spicy,vanilla,amber,smoky,woody,3.95,126
24-faubourg-eau-de-parfum-edition-numero-24,hermes,women,2015.0,"orange, hyacinth, bergamot, peach, ylang-ylang","gardenia, iris, black elder, orange blossom, jasmine","patchouli, amber, sandalwood, vanilla",white floral,citrus,floral,sweet,iris,3.95,39
hugo-man,hugo-boss,men,2021.0,green apple,lavender,"pine, woody notes, balsam fir",woody,aromatic,conifer,fresh spicy,lavender,3.95,844
le-male-summer-2015,jean-paul-gaultier,men,2015.0,"lavender, cardamom, mint","grass, green notes","vanilla, sandalwood, musk",aromatic,warm spicy,lavender,vanilla,green,3.95,73
wild-fig-cassis,jo-malone-london,unisex,2002.0,"grass, cassis, fig, cherry","pine tree, hyacinth, cyclamen, jasmine","cedar, musk, amber, patchouli",green,woody,fresh,fruity,aromatic,3.95,574
aroma-blue,lancome,women,2010.0,"mandarin orange, ginger","peony, osmanthus","musk, virginia cedar",floral,citrus,fresh,fruity,rose,3.95,40
la-nuit-tresor-intense,lancome,women,2022.0,damask rose,sour cherry,"almond milk, madagascar vanilla, woodsy notes",almond,sweet,cherry,nutty,rose,3.95,877
la-vie-est-belle-l-eclat,lancome,women,2017.0,"mandarin orange, bergamot, freesia","orange blossom, white flowers, iris, jasmine sambac","vanilla, sandalwood, patchouli",white floral,citrus,vanilla,powdery,woody,3.95,2647
tresor-eau-de-parfum-lumineuse,lancome,women,2013.0,praline,"damask rose, violet leaf","vanilla, woody notes, musk, sandalwood",sweet,rose,vanilla,ozonic,woody,3.95,1170
tresor-midnight-rose-la-coquette-limited-edition,lancome,women,2012.0,"raspberry, rose","cassis, peony, pink pepper, jasmine","musk, virginia cedar, vanille",fruity,rose,sweet,soft spicy,aromatic,3.95,143
musk-so-poudree,lattafa-perfumes,unisex,Inconnu,"powdery notes, floral notes","powdery notes, woody notes","musk, amber",powdery,musky,Unknown,Unknown,Unknown,3.95,60
black-line,mancera,unisex,2013.0,spicy notes,"rose, patchouli, leather, amber","guaiac wood, white musk, sandalwood",woody,rose,warm spicy,patchouli,powdery,3.95,540
velvet-vanilla,mancera,unisex,2016.0,"pear, angelica, black currant, pink pepper, clove, mandarin orange","tuberose, jasmine, neroli, rose","vanilla, white musk",white floral,tuberose,vanilla,musky,powdery,3.95,1816
kumkat-wood,mancera,unisex,2013.0,"grapefruit, spices, bergamot","floral notes, patchouli, amber","cedar, vetiver, sandalwood, white musk",woody,citrus,aromatic,warm spicy,powdery,3.95,826
legend,montblanc,men,2011.0,"lavender, pineapple, bergamot, lemon verbena","red apple, dried fruits, oak moss, geranium, coumarin, rose","tonka bean, sandalwood",fruity,sweet,aromatic,lavender,fresh spicy,3.95,6252
for-her-narciso-rodriguez-fleur-musc-eau-de-toilette-florale,narciso-rodriguez,women,2020.0,"pink pepper, bergamot","rose, musk","woodsy notes, patchouli, amber",rose,musky,woody,powdery,citrus,3.95,812
black-xs-be-a-legend-iggy-pop,paco-rabanne,men,2014.0,"lemon, cinnamon","honey, orange blossom","leather, cypriol oil or nagarmotha, labdanum",citrus,honey,leather,sweet,woody,3.95,123
lady-million-fabulous,paco-rabanne,women,2021.0,"mandarin orange, pink pepper","tuberose, solar notes, jasmine, ylang-ylang","vanilla, tonka bean, moss",vanilla,white floral,sweet,tuberose,yellow floral,3.95,648
vaara,penhaligon-s,unisex,2013.0,"quince, rose water, saffron, coriander, carrot seeds","rose, peony, magnolia, freesia","honey, white musk, cedar, sandalwood, benzoin, tonka bean",floral,rose,sweet,fruity,fresh,3.95,1074
orange-blossom,penhaligon-s,women,2010.0,"neroli, bergamot, violet leaf, amalfi lemon, pink pepper, cardamon","orange, tuberose, jasmine, peach blossom, orchid, rose","musk, sandalwood, virginia cedar, vanille",citrus,white floral,floral,woody,fresh spicy,3.95,463
eau-sans-pareil,penhaligon-s,women,2011.0,"raspberry, cypress, aldehydes, pineapple, kumquat, bergamot, tagetes, mandarin orange, neroli","rose, clove, ylang-ylang, jasmine, orris root, african orange flower, licorice, lily-of-the-valley","oak moss, vetiver, patchouli, virginia cedar, amber, musk, benzoin, vanille, french labdanum",woody,sweet,fruity,aromatic,citrus,3.95,272
ellenisia,penhaligon-s,women,2005.0,"violet leaf, mandarin orange","gardenia, tuberose, jasmine, rose","plum, vanilla",white floral,tuberose,fruity,ozonic,animalic,3.95,1073
zizonia,penhaligon-s,women,2010.0,"cardamom, bergamot, coriander, orange","ginger, lavender, nutmeg, pepper, geranium, cumin","vetyver, sandalwood, virginia cedar, amber, patchouli",fresh spicy,aromatic,warm spicy,woody,citrus,3.95,287
costa-azzurra,tom-ford,unisex,2014.0,"driftwood, seaweed, agarwood (oud), celery seeds, ambrette (musk mallow), cardamom","lemon, lavender, juniper, yellow mandarin, artemisia, myrtle","vetiver, oak, olibanum, mastic or lentisque, incense, vanilla",aromatic,woody,marine,fresh spicy,citrus,3.95,1233
neroli-portofino,tom-ford,unisex,2011.0,"bergamot, mandarin orange, lemon, bitter orange, lavender, rosemary, myrtle","african orange flower, neroli, jasmine, pitosporum","amber, angelica, ambrette (musk mallow)",citrus,white floral,fresh spicy,aromatic,Unknown,3.95,6824
eros-energy,versace,men,2024.0,"blood orange, lime, grapefruit, lemon, mandarin orange, sicilian bergamot","pink pepper, white amber, black currant","musk, patchouli, oakmoss",citrus,musky,soft spicy,amber,woody,3.95,106
versace-essence-emotional,versace,women,2000.0,"lily, bergamot","ylang-ylang, mango","vanilla, musk, cedar",sweet,vanilla,woody,powdery,musky,3.95,99
black-opium-intense,yves-saint-laurent,women,2019.0,"absinthe, boysenberry","coffee, jasmine sambac, orange blossom","vanilla, licorice, sandalwood",coffee,aromatic,vanilla,warm spicy,soft spicy,3.95,1874
opium-rouge-fatal-collector-s-edition-2015,yves-saint-laurent,women,2015.0,"mandarin orange, bergamot, lily-of-the-valley","myrrh, clove, carnation, jasmine","patchouli, vanilla, amber, vetiver",warm spicy,amber,citrus,aromatic,floral,3.95,95
zara-black-amber,zara,women,2012.0,tangerine,"passionfruit, tiare flower","amber, vanila",amber,sweet,vanilla,fruity,white floral,3.95,408
zara-for-her-2012,zara,women,2012.0,bergamot,"frangipani, gardenia","musk, cedar",floral,citrus,tropical,musky,lactonic,3.95,81
zara-man-silver-summer-2020,zara,men,2020.0,lemon,cardamom,sandalwood,warm spicy,citrus,aromatic,woody,powdery,3.95,40
zara-rose,zara,women,2017.0,"green notes, black currant","rose, peony, freesia","musk, sandalwood",floral,rose,fresh,green,musky,3.95,308
leather-fever,zara,men,2024.0,"pear, violet leaf, citrus",cedarwood,"sandalwood, vetiver, musk, moss",aquatic,fruity,woody,sweet,ozonic,3.95,78
vibrant-leather-warm,zara,men,2020.0,ambrette (musk mallow),iris,woodsy notes,iris,musky,floral,woody,powdery,3.95,136
10-0-zara,zara,men,2019.0,"watery notes, mandarin orange, bergamot, nutmeg","green notes, violet, jasmine","woodsy notes, amber, patchouli",aquatic,citrus,green,woody,fresh,3.95,41
tie-or-dye,zara,men,2021.0,apple,coconut,cedar,coconut,woody,fruity,sweet,fresh,3.95,75
gold,zara,men,2022.0,"lemon, woody notes",cinnamon,palisander rosewood,citrus,cinnamon,woody,warm spicy,aromatic,3.95,55
11-corso-vittorio-emanuele-milano,zara,women,2013.0,apple,"peony, violet, brazilian orange",sandalwood,floral,fresh,powdery,violet,woody,3.95,107
body-tender,burberry,women,2013.0,"wormwood, apple, lemon, peach","rose, tea, jasmine, sandalwood","musk, cashmere wood, amber, vanilla",rose,aromatic,fruity,citrus,fresh,3.96,2234
burberry-her-intense,burberry,women,2019.0,"red fruits, blackberry",jasmine,benzoin,fruity,amber,sweet,warm spicy,fresh,3.96,1672
omnia-coral,bvlgari,women,2012.0,"bergamot, goji berries","pomegranate, hibiscus, water lily","musk, virginia cedar",floral,woody,fresh spicy,fruity,musky,3.96,4986
splendida-iris-d-or,bvlgari,women,2017.0,"green notes, bergamot","iris, mimosa","violet leaf, orris, tonka bean, sandalwood, vetiver",powdery,iris,green,woody,yellow floral,3.96,849
ck-one-summer-2016,calvin-klein,unisex,2016.0,"mojito, lime, lemon, green apple, ginger","guava, juniper, tahitian tiare flower","coconut milk, cedar, moss",citrus,fresh,woody,fruity,green,3.96,355
ck-one-summer-2019,calvin-klein,unisex,2019.0,watery notes,tea,driftwood,aquatic,fresh,green,woody,marine,3.96,535
eternity-summer-daze-for-men,calvin-klein,men,2022.0,mandarin orange,"mint, lavender","calypsone, patchouli",aquatic,green,citrus,aromatic,fresh spicy,3.96,129
212-glam,carolina-herrera,women,2012.0,"sweet notes, toffee","coton candy, iris, rose",woodsy notes,sweet,caramel,iris,powdery,Unknown,3.96,198
ch-2015,carolina-herrera,women,2015.0,"grapefruit, bergamot, lemon","orange blossom, rose, jasmine","leather, praline, patchouli, sandalwood, cedar, musk",citrus,woody,leather,white floral,sweet,3.96,796
cristalle-eau-de-parfum-2023,chanel,women,2023.0,"citruses, fruity notes","hyacinth, honeysuckle","jasmine, iris",white floral,floral,fresh spicy,fruity,green,3.96,151
j-adore-voile-de-parfum,dior,women,2013.0,damask rose,tuscan iris,white musk,iris,powdery,musky,rose,violet,3.96,1197
light-blue-italian-love,dolce-gabbana,women,2022.0,"italian lemon, granny smith apple","ambrette (musk mallow), jasmine sambac, white rose","sandalwood, white musk, virginia cedar, amber",woody,musky,citrus,powdery,aromatic,3.96,504
bendelirious,etat-libre-d-orange,unisex,2008.0,"cherry, champagne, sweet notes, grapefruit","iris, orris root, violet leaf","leather, tonka bean, musk, vetiver",iris,sweet,powdery,cherry,leather,3.96,400
armani-code-eau-de-toilette,giorgio-armani,men,2023.0,green mandarin,lavender,"tonka bean, cedar",woody,vanilla,citrus,lavender,aromatic,3.96,592
gold-woman,amouage,women,1983.0,"lily-of-the-valley, rose, incense","incense, jasmine, orris root, myrrh, labdanum","civet, musk, sandalwood, amber, cedar, oakmoss, ambergris, patchouli",amber,white floral,powdery,musky,woody,3.96,2399
imitation-woman,amouage,women,2018.0,"ylang-ylang, orange blossom, jasmine, rose","black currant, aldehydes, licorice","incense, patchouli, sandalwood",woody,fruity,aldehydic,soft spicy,white floral,3.96,1562
lilac-love,amouage,women,2016.0,"heliotrope, lilac, gardenia, jasmine, peony, rose","cacao, tonka bean, orris","vanilla, sandalwood, patchouli",vanilla,floral,powdery,cacao,warm spicy,3.96,3171
the-library-collection-opus-ix,amouage,unisex,2015.0,"jasmine, camelia, black pepper","beeswax, leather, guaiac wood","civet, ambergris, vetiver",animalic,white floral,amber,musky,woody,3.96,686
ange-ou-demon-10-years,givenchy,women,2016.0,"cranberry, green tea, italian lemon","jasmine, water lily, peony","patchouli, white woods, musk",woody,fruity,patchouli,fresh,floral,3.96,51
l-ange-noir,givenchy,women,2016.0,"almond, pink pepper, bergamot","white iris, sesame","tonka bean, ambrette (musk mallow), amber",iris,almond,amber,sweet,powdery,3.96,1196
l-interdit-eau-de-parfum,givenchy,women,2018.0,"pear, bergamot","tuberose, orange blossom, jasmine sambac","patchouli, vanilla, ambroxan, vetiver",white floral,tuberose,sweet,woody,citrus,3.96,10870
very-irresistible-summer-sorbet,givenchy,women,2009.0,"cranberry, myrhh","peony, rose, lemon verbena, violet, star anise",woodsy notes,floral,rose,fresh,fruity,citrus,3.96,107
petit-guerlain,guerlain,unisex,1994.0,"lavender, citruses, bergamot, lemon, mandarin orange","mimosa, jasmine, rose","tonka bean, vanilla",citrus,lavender,yellow floral,floral,aromatic,3.96,205
aqua-allegoria-pamplelune,guerlain,women,1999.0,"grapefruit, bergamot","cassia, petitgrain, neroli","patchouli, vanilla",citrus,aromatic,fresh spicy,green,woody,3.96,4051
champs-elysees-eau-de-toilette,guerlain,women,1996.0,"melon, peach, almond, violet, black currant, anise","mimosa, lilac, lily-of-the-valley, peony, rose, almond blossom, hibiscus","vanilla, almond tree, sandalwood, benzoin, cedar",floral,fresh,powdery,yellow floral,sweet,3.96,6956
mon-guerlain-bloom-of-rose-eau-de-parfum,guerlain,women,2020.0,"bulgarian rose, pear, bergamot","turkish rose, lavender, jasmine sambac","vanilla, sandalwood, patchouli",rose,citrus,vanilla,woody,lavender,3.96,683
boss-bottled-infinite,hugo-boss,men,2019.0,"apple, cinnamon, sage, mandarin orange","lavender, rosemary, patchouli","sandalwood, olive tree",woody,aromatic,lavender,warm spicy,fresh spicy,3.96,1417
the-collection-daring-saffiano,hugo-boss,men,2021.0,davana,"osmanthus, geranium","leather, patchouli",aromatic,leather,floral,fresh spicy,fruity,3.96,26
le-male-gladiator,jean-paul-gaultier,men,2012.0,mint,"lavender, mint","vanilla, tonka bean, amber",vanilla,aromatic,lavender,green,amber,3.96,50
scandal-gold,jean-paul-gaultier,women,2021.0,"saffron, honey, cardamom","cypriol oil or nagarmotha, jasmine sambac, rose","leather, patchouli, sandalwood",warm spicy,woody,leather,honey,earthy,3.96,129
silk-blossom,jo-malone-london,women,2014.0,"apricot, bergamot, white pepper","silk tree blossom, rose petals, jasmine","moss, heliotrope",floral,fresh spicy,fruity,powdery,citrus,3.96,158
sea-daffodil,jo-malone-london,unisex,2022.0,"mandarin orange, pink pepper","ylang-ylang, sea daffodil","sandalwood, vanilla, vetiver",woody,yellow floral,sweet,citrus,powdery,3.96,180
la-nuit-tresor-musc-diamant,lancome,women,2019.0,"white musk, raspberry, violet leaf","white musk, damask rose, freesia, jasmine","white musk, vanilla, almond, sandalwood, patchouli",musky,fruity,sweet,powdery,vanilla,3.96,1404
tresor-midnight-rose,lancome,women,2011.0,"raspberry, rose","cassis, pink pepper, peony, jasmine","vanille, musk, virginia cedar",fruity,rose,sweet,soft spicy,aromatic,3.96,10071
ejaazi,lattafa-perfumes,unisex,2018.0,"citruses, lavender, cardamom, orange, myrtle","pepper, patchouli, lily-of-the-valley, cinnamon leaf","ambroxan, woodsy notes, amber, cedar, oakmoss, vetiver",woody,amber,citrus,fresh spicy,warm spicy,3.96,645
sondos,lattafa-perfumes,unisex,2023.0,"mandarin orange, saffron","tuberose, peach blossom, rose","vanilla, suede, patchouli",tuberose,vanilla,floral,white floral,citrus,3.96,107
yara-tous,lattafa-perfumes,women,2023.0,"mango, coconut, passionfruit","jasmine, heliotrope, orange blossom","vanilla, cashmeran, musk",tropical,sweet,vanilla,fruity,white floral,3.96,1000
fleur-musc-for-her,narciso-rodriguez,women,2017.0,pink pepper,"rose, musk, peony","patchouli, violet, amber",rose,floral,musky,fresh,powdery,3.96,4395
hammam-bouquet,penhaligon-s,men,1872.0,"lavender, bergamot","rose, orris root, jasmine, cedar","musk, sandalwood, amber",powdery,woody,rose,lavender,musky,3.96,471
vra-vra-vroom,penhaligon-s,unisex,2023.0,"apricot, bergamot, mandarin orange, clary sage","osmanthus, magnolia, rose","ambrofix, leather, georgywood",floral,fruity,citrus,lactonic,soft spicy,3.96,101
prada-la-femme-l-eau,prada,women,2017.0,"frangipani, mandarin orange","tuberose, ylang-ylang",woody notes,citrus,floral,tuberose,yellow floral,tropical,3.96,719
pink-flamingos,prada,unisex,2015.0,"bergamot, lime, lemon","cherry, hamanasu or japanese rose, iris, raspberry, rose, hedione, peach, black currant","violet, white musk, iso e super, vanilla",powdery,rose,fruity,sweet,violet,3.96,100
prada-candy-l-eau,prada,women,2013.0,citruses,sweet pea,"caramel, benzoin, white musk",caramel,sweet,amber,citrus,musky,3.96,2306
taif-aoud,roja-dove,unisex,2023.0,"aldehydes, bergamot","taif rose, geranium, cassis, clove, jasmine, ylang-ylang","musk, incense, patchouli, agarwood (oud), vanilla, benzoin, labdanum",rose,fresh spicy,aromatic,warm spicy,aldehydic,3.96,97
majestic-aoud,roja-dove,unisex,2018.0,"rosemary, bergamot","osmanthus, jasmine, rose de mai","agarwood (oud), patchouli, civet, cypriol oil or nagarmotha, valerian, gurjan balsam, castoreum, ambergris, amyris, pepper, saffron, vetiver, labdanum, ambrette (musk mallow), guaiac wood, cedar",woody,musky,fresh spicy,animalic,aromatic,3.96,53
